kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,tahun_ajaran,jumlah_murid,jumlah_guru,ratio,level,indeks pendidikan
32,JAWA BARAT,3208,Kuningan,2016,14177,828,17.12198068,sma,57.91
32,JAWA BARAT,3209,Cirebon,2016,18018,939,19.1884984,sma,54.78
32,JAWA BARAT,3210,Majalengka,2016,15908,818,19.44743276,sma,55.99
32,JAWA BARAT,3211,Sumedang,2016,22655,1196,18.94230769,sma,61.59
32,JAWA BARAT,3212,Indramayu,2016,18838,1145,16.45240175,sma,52.42
32,JAWA BARAT,3213,Subang,2016,21934,1071,20.4799253,sma,54.32
32,JAWA BARAT,3214,Purwakarta,2016,15581,644,24.19409938,sma,57.57
32,JAWA BARAT,3215,Karawang,2016,32972,1323,24.92214664,sma,56.05
32,JAWA BARAT,3216,Bekasi,2016,49648,2340,21.21709402,sma,63.34
32,JAWA BARAT,3217,Bandung Barat,2016,24492,1176,20.82653061,sma,57.54
32,JAWA BARAT,3218,Pangandaran,2016,3977,235,16.92340426,sma,56.96
32,JAWA BARAT,3271,Kota Bogor,2016,61965,3835,16.1577575,sma,70.41
32,JAWA BARAT,3272,Kota Sukabumi,2016,20161,1191,16.92779177,sma,68.1
32,JAWA BARAT,3273,Kota Bandung,2016,8330,474,17.57383966,sma,73.85
32,JAWA BARAT,3274,Kota Cirebon,2016,12759,731,17.45417237,sma,69.21
32,JAWA BARAT,3275,Kota Bekasi,2016,41006,2360,17.37542373,sma,73.35
32,JAWA BARAT,3276,Kota Depok,2016,24267,1132,21.43727915,sma,74.37
32,JAWA BARAT,3277,Kota Cimahi,2016,9120,546,16.7032967,sma,74.49
32,JAWA BARAT,3278,Kota Tasikmalaya,2016,14535,821,17.70401949,sma,65.99
32,JAWA BARAT,3279,Kota Banjar,2016,3353,192,17.46354167,sma,63.91
32,JAWA BARAT,3201,Bogor,2017,65388,2930,22.31672355,sma,60.66
32,JAWA BARAT,3202,Sukabumi,2017,28364,1345,21.08847584,sma,56.49
32,JAWA BARAT,3203,Cianjur,2017,27190,1292,21.04489164,sma,56.09
32,JAWA BARAT,3204,Bandung,2017,50152,2215,22.64198646,sma,62.89
32,JAWA BARAT,3205,Garut,2017,38287,2096,18.26669847,sma,56.85
32,JAWA BARAT,3206,Tasikmalaya,2017,17455,1105,15.79638009,sma,58.37
32,JAWA BARAT,3207,Ciamis,2017,13263,819,16.19413919,sma,63.24
32,JAWA BARAT,3208,Kuningan,2017,17591,935,18.81390374,sma,58
32,JAWA BARAT,3209,Cirebon,2017,22430,1171,19.15456874,sma,55.95
32,JAWA BARAT,3210,Majalengka,2017,15480,832,18.60576923,sma,56.83
32,JAWA BARAT,3211,Sumedang,2017,15581,857,18.18086348,sma,62.52
32,JAWA BARAT,3212,Indramayu,2017,18772,1152,16.29513889,sma,53.82
32,JAWA BARAT,3213,Subang,2017,21129,1062,19.89548023,sma,55.18
32,JAWA BARAT,3214,Purwakarta,2017,14430,659,21.89681335,sma,58.83
32,JAWA BARAT,3215,Karawang,2017,32230,1303,24.7352264,sma,57.69
32,JAWA BARAT,3216,Bekasi,2017,49379,2301,21.45980009,sma,64.48
32,JAWA BARAT,3217,Bandung Barat,2017,23795,1209,19.681555,sma,58.55
32,JAWA BARAT,3218,Pangandaran,2017,3972,237,16.75949367,sma,57.98
32,JAWA BARAT,3271,Kota Bogor,2017,20138,1231,16.35905768,sma,71.44
32,JAWA BARAT,3272,Kota Sukabumi,2017,8324,478,17.41422594,sma,68.93
32,JAWA BARAT,3273,Kota Bandung,2017,61568,3805,16.18081472,sma,73.91
32,JAWA BARAT,3274,Kota Cirebon,2017,12801,751,17.04527297,sma,69.27
32,JAWA BARAT,3275,Kota Bekasi,2017,42185,2366,17.82967033,sma,73.96
32,JAWA BARAT,3276,Kota Depok,2017,24312,1103,22.04170444,sma,74.66
32,JAWA BARAT,3277,Kota Cimahi,2017,9058,545,16.62018349,sma,74.66
32,JAWA BARAT,3278,Kota Tasikmalaya,2017,14509,835,17.3760479,sma,67.35
32,JAWA BARAT,3279,Kota Banjar,2017,3294,194,16.97938144,sma,65.27
32,JAWA BARAT,3201,Bogor,2018,69802,3125,22.33664,sma,60.82
32,JAWA BARAT,3202,Sukabumi,2018,34945,1352,25.84689349,sma,56.56
32,JAWA BARAT,3203,Cianjur,2018,32476,1335,24.32659176,sma,56.16
32,JAWA BARAT,3204,Bandung,2018,53167,2305,23.0659436,sma,63.71
32,JAWA BARAT,3205,Garut,2018,44737,873,51.24513173,sma,57.78
32,JAWA BARAT,3206,Tasikmalaya,2018,21034,2144,9.810634328,sma,58.43
32,JAWA BARAT,3207,Ciamis,2018,15080,1167,12.92202228,sma,63.31
